Branch,Kabupaten,Type,Name,Address,Telephone,Class,Kecamatan,Lat,Long
SURABAYA,SURABAYA,P1,PUSKESMAS ASEMROWO,Jl. Asem Raya No. 8,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS BENOWO,Jl. Raya Benowo,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS JERUK,Jl. Raya Menganti Jeruk No. 277 A,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS LONTAR,Jl. Raya Lontar No. 26,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS LIDAH KULON,Jl. Raya Menganti Lidah Kulon No. 5,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS PENELEH,Jl. Makam Peneleh No. 35,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS KETABANG,Jl. Taman Surya No. 1,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS KEDUNGDORO,Jl. Kaliasin Gg. Pompa No. 79-81,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS DR. SOETOMO,Jl. Kupang Segunting II /22,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS TEMBOK DUKUH,Jl. Kalibutuh No. 26,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS GUNDIH,Jl. Margodadi 36-38,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS TAMBAK REJO,Jl. Ngaglik No. 87,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS SIMOLAWANG,Jl. Simolawang II Barat No. 45,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS PERAK TIMUR,Jl. Jakarta No. 9,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS PEGIRIAN,Jl. Karang Tembok No.39,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS SIDOTOPO,Jl. Sumbo Gg.II / 60,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS WONOKUSUMO,Jl. Wonokusumo Tngh 55,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS KENJERAN,Jl. Tambak Deres No. 2,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS RANGKAH,Jl. Rangkah VII / 94,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS PACAR KELING,Jl. Jolotundo Baru III / 16,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS GADING,Jl. Kapasari Lor Gg.II /No. 1,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS PUCANG SEWU,Jl. Pucang Anom Timur 72,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS MOJO,Jl. Bhakti Husada Gang III No 10,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS KALIRUNGKUT,Jl. Rungkut Puskesmas No.1,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS TENGGILIS,Jl. Rungkut Mejoyo Selatan IV/P-48,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS MENUR,Jl. Manyar Rejo I / No. 35,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS KLAMPIS NGASEM,Jl. Arief Rahman Hakim No. 99B,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS MULYOREJO,Jl. Mulyorejo Utara Blk 201,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS SAWAHAN,Jl. Raya Arjuno 119,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS PUTAT JAYA,Jl. Kupang Gunung V Raya No. 16 ,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS WONOKROMO,Jl. Karang Rejo VI/4,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS NGAGEL REJO,Jl. Ngagel Dadi III / 17,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS DUKUH KUPANG,Jl. Dukuh Kupang Raya XXV / 48,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS GAYUNGAN,Jl. Gayungsari Barat No. 124,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS JEMURSARI,Jl. Jemursari Selatan IV / 5,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS SIDOSERMO,Jl. Sidosermo Gg.Damri No. 51,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS KEBONSARI,Jl. Kebonsari Manunggal 30,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS SIWALANKERTO,Jl. Siwalankerto no. 134,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS BALASKLUMPRIK,Jl. Raya Balaskrumpik,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS KEPUTIH,Jl.Keputih tegal no 1,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS BANGKINGAN,Jl. Raya Bangkingan RT 2RW 2,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS MADE,Jl. Raya Made RT 1 RW 4,,,,,
SURABAYA,SURABAYA,P1,PUSKESMAS MORO KREMBANGAN,Jl Tambak Asri XIII/7,,,,,
